"LOC","STA","STATION","C","BAND","SPN","NUMB","SPEC","AGE","HA","WRP","SEX","HS","SK","CP","BP","F","BM","FM","FW","JP","WNG","WEIGHT","STATUS","DATE","TIME","NET","ANET","DISP","PPC","SSC","PPF","SSF","TT","RR","HD","UPP","UNP","BPL","NF","FP","N","B","A","BRSTAT","IP","SP","year"
"BGSR",12204,"BSOL","R","219152245",151000,"13600","CBCH","2","S",,"U",,"1","0","0","2","0","N","0","3",60,10.1,"301",1996-06-24,"085","14","14",,,,,,,,,,,,,"-","-","-","-","B","06","E",1996
"BGSR",12204,"BSOL","N","219152246",151000,"13600","CBCH","2","SI",,"U",,"2","0","0","2","0","N","0","3",58,9.7,"301",1996-06-02,"080","16","16",,,,,,,,,,,,,"-","-","-","-","B","04","C",1996
"BGSR",12204,"BSOL","R","219152246",151000,"13600","CBCH","2","S",,"U",,"2","0","0","1","0","N","1","3",59,9.8,"301",1996-06-12,"093","17","17",,,,,,,,,,,,,"-","-","B","-","B","05","C",1996
"BGSR",12204,"BSOL","R","219152246",151000,"13600","CBCH","2","S",,"U",,"3","0","0","2","2","N","1","1",58,9.6,"301",1996-06-29,"083","16","16",,,,,,,,,,,,,"-","-","B","A","B","06","J",1996
"BGSR",12204,"BSOL","R","219152246",151000,"13600","CBCH","2","S",,"U",,"3","0","0","1","2","A","1",,59,9.7,"301",1996-07-06,"065","18","18",,,,,,,,,,,,,"-","-","B","-","B","07","G",1996
"BGSR",12204,"BSOL","R","219152246",151000,"13600","CBCH","2","JS",,"U",,"2","0","0","5","3","N","2","2",59,10,"301",1996-07-13,"093","14","14",,,,,,,,,,,,,"-","-","-","-","B","08","D",1996
"BGSR",12204,"BSOL","N","219152257",151000,"13600","CBCH","2","JS",,"U",,"1","0","0","0","0","N","2","3",56,9.8,"301",1996-06-08,"110","3B","30",,,,,,,,,,,,,"-","-","B","-","B","04","I",1996
"BGSR",12204,"BSOL","N","219152271",151000,"13600","CBCH","2","SI",,"U",,"2","0","0","1","0","N","1","3",60,10.7,"301",1996-06-16,"085","01","01",,,,,,,,,,,,,"-","-","B","-","B","05","G",1996
"BGSR",12204,"BSOL","N","219152410",151000,"13600","CBCH","2","S",,"U",,"3","0","0","0","0","N","0","3",58,10,"301",1996-07-06,"070","18","18",,,,,,,,,,,,,"-","-","B","-","B","07","G",1996
"BGSR",12204,"BSOL","R","219152410",151000,"13600","CBCH","2","S",,"U",,"1","0","0","1","2","A","1","1",56,10.4,"301",1996-08-06,"104","15","15",,,,,,,,,,,,,"-","-","B","-","B","10","H",1996
"BGSR",12204,"BSOL","N","219152412",151000,"13600","CBCH","2","S",,"U",,"1","0","0","0","0","N","1","3",59,9.6,"301",1996-07-06,"090","04","04",,,,,,,,,,,,,"-","-","B","-","B","07","G",1996
"BGSR",12204,"BSOL","N","219152416",151000,"13600","CBCH","2","S",,"U",,"2","0","0","0","0","N","2","3",59,9.9,"301",1996-07-06,"100","18","18",,,,,,,,,,,,,"-","-","B","-","B","07","G",1996
"BGSR",12204,"BSOL","N","219152453",151000,"13600","CBCH","2","FS",,"U",,"2","0","0","2","0","N","0","0",56,9.9,"301",1996-07-11,"093","3A","03",,,,,,,,,,,,,"-","-","-","-","B","08","B",1996
"BGSR",12204,"BSOL","N","219152468",151000,"13600","CBCH","2","SF",,"U",,"2","0","0","2","2","N","0","1",57,9.6,"301",1996-07-13,"090","11","11",,,,,,,,,,,,,"-","-","-","-","B","08","D",1996
"BGSR",12204,"BSOL","R","219152468",151000,"13600","CBCH","2","S",,"U",,"3","0","0","1","3","N","1","1",59,9.7,"301",1996-08-05,"094","10","10",,,,,,,,,,,,,"-","-","B","-","B","10","G",1996
"BGSR",12204,"BSOL","N","221012186",151000,"13600","CBCH","2","J",,"U",,"8","0","0","4","0","N","0","3",60,10.9,"301",2000-05-10,"100","17","17",,,,,,,,,,,,,"-","-","-","A","B","01","H",2000
"BGSR",12204,"BSOL","R","221012186",151000,"13600","CBCH","2","JI",,"U",,"8","0","0","2","0","N","0","3",62,10.4,"301",2000-05-23,"090","3A","03",,,,,,,,,,,,,"-","-","-","-","B","03","C",2000
"BGSR",12204,"BSOL","R","221012186",151000,"13600","CBCH","2","J",,"U",,"8","0","0","2","0","J","0","3",61,10.9,"301",2000-05-27,"082","02","02",,,,,,,,,,,,,"-","-","-","-","B","03","G",2000
"BGSR",12204,"BSOL","N","221012187",151000,"13600","CBCH","2","JI",,"U",,"8","0","0","4","0","N","0","3",60,11.2,"300",2000-05-10,"100","17","17",,,,,,,,,,,,,"-","-","-","A","B","01","H",2000
"BGSR",12204,"BSOL","R","221012187",151000,"13600","CBCH","2","J",,"U",,"8","0",,"3","0","N","0","3",0,0,"300",2000-05-25,"111","18","18",,,,,,,,,,,,,"-","-","-","-","B","03","E",2000
"BGSR",12204,"BSOL","N","221012188",151000,"13600","CBCH","2","JI",,"U",,"8","0","0","3","0","N","0","3",57,10.3,"300",2000-05-10,"100","17","17",,,,,,,,,,,,,"-","-","-","A","B","01","H",2000
"BGSR",12204,"BSOL","R","221012188",151000,"13600","CBCH","2","JI",,"U",,"8","0","0","2","0","N","0","3",59,10.2,"300",2000-05-23,"090","3B","30",,,,,,,,,,,,,"-","-","-","-","B","03","C",2000
"BGSR",12204,"BSOL","R","221012188",151000,"13600","CBCH","2","J",,"U",,"8","0","0","2","0","N","0","3",63,11.4,"300",2000-05-25,"111","14","14",,,,,,,,,,,,,"-","-","-","-","B","03","E",2000
"BGSR",12204,"BSOL","N","221012189",151000,"13600","CBCH","2","JI",,"U",,"8","0","0","4","0","N","0","3",61,11.7,"300",2000-05-10,"100","17","17",,,,,,,,,,,,,"-","-","-","A","B","01","H",2000
"BGSR",12204,"BSOL","R","221012203",151000,"13600","CBCH","5","R",,"U",,,"0","0","0","0","N","3","0",58,11.2,"301",2001-05-26,"065","3B","30",,,,,,,,,,,,,"-","-","-","A","B","03","F",2001
"BGSR",12204,"BSOL","N","221012614",151000,"13600","CBCH","2","SJ",,"U",,"1","0","0","1","0","N","1","3",62,9.7,"301",2008-06-05,"075","18","18",,,,,,,,,,,,,"-","-","-","*","B","04","C",2008
"BGSR",12204,"BSOL","R","221012614",151000,"13600","CBCH","2","SJ",,"U",,"3","0","0","1","0","N","1","3",62,10,"301",2008-06-26,"083","19","19",,,,,,,,,,,,,"-","-","-","*","B","06","C",2008
"BGSR",12204,"BSOL","N","221012615",151000,"13600","CBCH","2","SJ",,"U",,"2","0","0","2","0","N","0","3",59,9.9,"301",2008-06-05,"083","18","18",,,,,,,,,,,,,"-","-","-","*","B","04","C",2008
"BGSR",12204,"BSOL","N","221012616",151000,"13600","CBCH","2","SJ",,"U",,"2","0","0","3","0","N","1","3",62,9.8,"301",2008-06-05,"111","05","05",,,,,,,,,,,,,"-","-","-","*","B","04","C",2008
"BGSR",12204,"BSOL","N","221012625",151000,"13600","CBCH","2","SJ",,"U",,"0","0","0","2","0","N","0","3",60,9.8,"301",2008-06-07,"103","17","17",,,,,,,,,,,,,"-","-","B","*","B","04","D",2008
"BGSR",12204,"BSOL","R","221012625",151000,"13600","CBCH","2","SJ",,"U",,"2","0","0","2","0","N","1","3",60,9.8,"301",2008-06-13,"090","17","17",,,,,,,,,,,,,"-","-","-","*","B","05","B",2008
"BGSR",12204,"BSOL","N","221012628",151000,"13600","CBCH","2","J",,"U",,"8",,,,,,,"3",0,,"301",2008-06-12,"074","10","10","S",,,,,,,,,,,,"-","-","-","*","B","05","A",2008
"BGSR",12204,"BSOL","N","221012629",151000,"13600","CBCH","2","SJ",,"U",,"2","0","0","2","0","N","1","3",61,9.2,"301",2008-06-12,"082","02","02",,,,,,,,,,,,,"-","-","-","*","B","05","A",2008
"BGSR",12204,"BSOL","N","221012630",151000,"13600","CBCH","2","SJ",,"U",,"0","0","0","0","0","N","1","3",61,9.6,"301",2008-06-12,"082","09","09",,,,,,,,,,,,,"-","-","-","*","B","05","A",2008
"BGSR",12204,"BSOL","R","221012630",151000,"13600","CBCH","2","SJ",,"U",,"2","0","0","1","0","N","1","3",62,9.7,"301",2008-06-19,"070","12","12",,,,,,,,,,,,,"-","-","-","*","B","05","D",2008
"BGSR",12204,"BSOL","N","221012631",151000,"13600","CBCH","5","L",,"U",,"8","0","0","2","0","N","3","0",61,10.5,"301",2008-06-12,"094","04","04",,"J","F",,,,"J",,,,,,"-","-","-","*","B","05","A",2008
"BGSR",12204,"BSOL","N","221012632",151000,"13600","CBCH","2","SJ",,"U",,"0","0","0","1","0","N","1","3",59,9,"301",2008-06-12,"094","07","07",,,,,,,,,,,,,"-","-","-","*","B","05","A",2008
"BGSR",12204,"BSOL","N","221012633",151000,"13600","CBCH","2","SJ",,"U",,"1","0","0","2","0","N","1","3",60,9.4,"301",2008-06-12,"094","?","?",,,,,,,,,,,,,"-","-","-","*","B","05","A",2008
"BGSR",12204,"BSOL","R","221012633",151000,"13600","CBCH","2","SJ",,"U",,"2","0","0","2","0","N","1","3",58,9.1,"301",2008-06-20,"070","14","14",,,,,,,,,,,,,"-","-","-","*","B","06","A",2008
"BGSR",12204,"BSOL","R","221012633",151000,"13600","CBCH","2","SJ",,"U",,"3","0","0","1","1","N","1","3",58,8.9,"301",2008-08-02,"081","16","16",,,,,,,,,,,,,"-","-","-","*","B","10","B",2008
"BGSR",12204,"BSOL","N","221012635",151000,"13600","CBCH","2","SJ",,"U",,"2","0","0","2","0","N","1","3",59,9.6,"301",2008-06-13,"090","17","17",,,,,,,,,,,,,"-","-","-","*","B","05","B",2008
"BGSR",12204,"BSOL","N","221012639",151000,"13600","CBCH","2","SJ",,"U",,"2","0","0","2","0","N","0","3",60,13.9,"301",2008-06-14,"110","?","?",,,,,,,,,,,,,"-","-","-","*","B","05","C",2008
"BGSR",12204,"BSOL","R","221012639",151000,"13600","CBCH","2","SJ",,"U",,"2","0","0","2","0","N","1","3",60,9.3,"301",2008-06-21,"110","01","01",,,,,,,,,,,,,"-","-","-","*","B","06","B",2008
"BGSR",12204,"BSOL","R","221012639",151000,"13600","CBCH","2","SJ",,"U",,"3","0","0","2","3","A","2","3",59,9.8,"301",2008-07-15,"094","02","02",,,,,,,,,,,,,"-","-","-","*","B","08","A",2008
"BGSR",12204,"BSOL","N","221012640",151000,"13600","CBCH","2","SJ",,"U",,"2","0","0","0","1","N","1","3",58,8.7,"301",2008-06-19,"070","?","?",,,,,,,,,,,,,"-","-","-","*","B","05","D",2008
"BGSR",12204,"BSOL","N","221012642",151000,"13600","CBCH","2","SJ",,"U",,"2","0","0","2","0","N","1","3",61,9.6,"301",2008-06-19,"074","10","10",,,,,,,,,,,,,"-","-","-","*","B","05","D",2008
"BGSR",12204,"BSOL","N","221012643",151000,"13600","CBCH","2","SJ",,"U",,"2","0","0","2","1","N","1","3",60,10.4,"301",2008-06-19,"074","10","10",,,,,,,,,,,,,"-","-","-","*","B","05","D",2008
"BGSR",12204,"BSOL","R","221012643",151000,"13600","CBCH","2","SJ",,"U",,"2","0","0","2","1","N","1","3",59,10.2,"301",2008-06-21,"110","21","21",,,,,,,,,,,,,"-","-","-","*","B","06","B",2008
"BGSR",12204,"BSOL","N","221012644",151000,"13600","CBCH","2","SJ",,"U",,"1","0","0","1","1","N","1","3",60,8.9,"301",2008-06-19,"074","10","10",,,,,,,,,,,,,"-","-","-","*","B","05","D",2008
"BGSR",12204,"BSOL","N","221012645",151000,"13600","CBCH","2","SJ",,"U",,"3","0","0","0","0","N","1","3",61,9.3,"301",2008-06-19,"082","21","21",,,,,,,,,,,,,"-","-","-","*","B","05","D",2008
"BGSR",12204,"BSOL","N","221012646",151000,"13600","CBCH","2","SJ",,"U",,"0","0","0","1","0","N","0","3",57,9,"301",2008-06-19,"082","01","01",,,,,,,,,,,,,"-","-","-","*","B","05","D",2008
"BGSR",12204,"BSOL","R","221012646",151000,"13600","CBCH","2","SJ",,"U",,"2","0","0","1","0","N","1","3",59,8.9,"301",2008-06-26,"083","10","10",,,,,,,,,,,,,"-","-","B","*","B","06","C",2008
"BGSR",12204,"BSOL","N","221012647",151000,"13600","CBCH","2","SJ",,"U",,"2","0","0","0","0","N","0","3",60,9.9,"301",2008-06-19,"090","16","16",,,,,,,,,,,,,"-","-","-","*","B","05","D",2008
"BGSR",12204,"BSOL","R","221012647",151000,"13600","CBCH","2","SJ",,"U",,"1","0","0","1","0","A","1","3",60,9.8,"301",2008-06-21,"094","?","?",,,,,,,,,,,,,"-","-","-","*","B","06","B",2008
"BGSR",12204,"BSOL","R","221012647",151000,"13600","CBCH","2","SJ",,"U",,"3","0","0","1","3","N","1","2",62,9.9,"301",2008-08-07,"082","16","16",,,,,,,,,,,,,"-","-","-","*","B","10","C",2008
"BGSR",12204,"BSOL","N","221012649",151000,"13600","CBCH","2","SJ",,"U",,"2","0","0","0","0","N","0","3",57,,"301",2008-06-19,"094","?","?",,,,,,,,,,,,,"-","-","-","*","B","05","D",2008
"BGSR",12204,"BSOL","N","221012651",151000,"13600","CBCH","2","SJ",,"U",,"2","0","0","1","0","N","1","3",59,9.5,"301",2008-06-19,"102","10","10",,,,,,,,,,,,,"-","-","-","*","B","05","D",2008
"BGSR",12204,"BSOL","N","221012652",151000,"13600","CBCH","2","SJ",,"U",,"2","0","0","1","0","N","1","3",62,10.1,"301",2008-06-19,"102","08","08",,,,,,,,,,,,,"-","-","-","*","B","05","D",2008
"BGSR",12204,"BSOL","N","221012653",151000,"13600","CBCH","2","SJ",,"U",,"2","0","0","2","0","N","1","3",59,9.6,"301",2008-06-20,"070","14","14",,,,,,,,,,,,,"-","-","-","*","B","06","A",2008
"BGSR",12204,"BSOL","N","221012655",151000,"13600","CBCH","2","SJ",,"U",,"1","0","0","1","0","N","1","3",60,9.7,"501",2008-06-20,"070","17","17","O",,,,,,,,,,,,"-","-","-","*","B","06","A",2008
"BGSR",12204,"BSOL","R","221012655",151000,"13600","CBCH","2","SJ",,"U",,"1","0","0","0","0","N","1","3",62,10.1,"501",2008-06-26,"083","19","19","O",,,,,,,,,,,,"-","-","-","*","B","06","C",2008
"BGSR",12204,"BSOL","N","221012656",151000,"13600","CBCH","2","SJ",,"U",,"2","0","0","0","0","N","1","3",58,9.1,"301",2008-06-20,"074","01","01",,,,,,,,,,,,,"-","-","-","*","B","06","A",2008
"BGSR",12204,"BSOL","N","221012657",151000,"13600","CBCH","2","SJ",,"U",,"2","0","0","3","0","N","0","3",59,9.7,"301",2008-06-20,"074","15","15",,,,,,,,,,,,,"-","-","-","*","B","06","A",2008
"BGSR",12204,"BSOL","N","221012658",151000,"13600","CBCH","2","SJ",,"U",,"1","0","0","1","0","N","1","3",60,9.8,"301",2008-06-20,"074","?","?",,,,,,,,,,,,,"-","-","-","*","B","06","A",2008
"BGSR",12204,"BSOL","N","221012660",151000,"13600","CBCH","2","SJ",,"U",,"2","0","0","2","0","N","1","3",60,9.7,"301",2008-06-20,"090","?","?",,,,,,,,,,,,,"-","-","-","*","B","06","A",2008
"BGSR",12204,"BSOL","N","221012666",151000,"13600","CBCH","2","SJ",,"U",,"2","0","0","1","0","N","1","3",63,9.5,"301",2008-06-21,"094","19","19",,,,,,,,,,,,,"-","-","-","*","B","06","B",2008
"BGSR",12204,"BSOL","N","221012667",151000,"13600","CBCH","2","SJ",,"U",,"1","0","0","2","0","N","1","3",59,8.9,"301",2008-06-21,"110","18","18",,,,,,,,,,,,,"-","-","-","*","B","06","B",2008
"BGSR",12204,"BSOL","N","221012670",151000,"13600","CBCH","2","SJ",,"U",,"2","0","0","1","1","N","1","3",63,10.4,"301",2008-06-26,"083","09","09",,,,,,,,,,,,,"-","-","B","*","B","06","C",2008
"BGSR",12204,"BSOL","N","221012677",151000,"13600","CBCH","2","SJ",,"U",,"2","0","0","1","0","N","1","3",58,10,"301",2008-06-27,"103","09","09",,,,,,,,,,,,,"-","-","B","*","B","07","A",2008
"BGSR",12204,"BSOL","N","221012688",151000,"13600","CBCH","2","SJ",,"U",,"2","0","0","1","3","N","1","3",59,9,"301",2008-07-19,"084","14","14",,,,,,,,,,,,,"-","-","-","*","B","08","B",2008
"BGSR",12204,"BSOL","N","221012694",151000,"13600","CBCH","1","SP",,"U",,"6","0","0","1","2","N","2","0",62,9.9,"301",2008-07-26,"085","?","?",,,,,,,,,,,,,"-","-","-","*","B","09","C",2008
"BGSR",12204,"BSOL","N","221012695",151000,"13600","CBCH","2","SJ",,"U",,"1","0","0","1","3","N","1","3",59,,"301",2008-07-26,"085","?","?",,,,,,,,,,,,,"-","-","-","*","B","09","C",2008
"BGSR",12204,"BSOL","N","221012700",151000,"13600","CBCH","2","SJ",,"U",,"2","0","0","0","2","N","1","3",60,9.6,"301",2008-08-02,"081","16","16",,,,,,,,,,,,,"-","-","-","*","B","10","B",2008
"BGSR",12204,"BSOL","R","221012962",151000,"13600","CBCH","1","SP",,"F","B","6","0","5","1","3","S","3","0",59,9.3,"300",2002-08-03,"101","08","08",,,,,,,,,,,,,"-","-","-","-","B","10","D",2002
"BGSR",12204,"BSOL","N","221090110",151000,"13600","CBCH","2","JI",,"U",,"8","0","0","3","0","N","0","3",55,11.5,"301",2000-05-11,"132","08","08",,,,,,,,,,,,,"-","-","B","A","B","02","A",2000
"BGSR",12204,"BSOL","R","221090110",151000,"13600","CBCH","2","JI",,"U",,"8","0","0","2","0","N","0","3",0,0,"301",2000-05-24,"101","11","11",,,,,,,,,,,,,"-","-","-","-","B","03","D",2000
"BGSR",12204,"BSOL","R","221090110",151000,"13600","CBCH","2","J",,"U",,"8","0","0","0","0","N","0","3",60,11.1,"301",2000-06-10,"110","3A","03",,,,,,,,,,,,,"-","-","-","A","B","05","A",2000
"BGSR",12204,"BSOL","N","221090111",151000,"13600","CBCH","2","JI",,"U",,"8","0","0","3","0","N","0","3",54,10.6,"301",2000-05-11,"132","08","08",,,,,,,,,,,,,"-","-","B","A","B","02","A",2000
"BGSR",12204,"BSOL","R","221090111",151000,"13600","CBCH","2","I",,"U",,"8","0","0","2","0","N","2","0",57,10.4,"301",2000-05-14,"091","08","08",,,,,,,,,,,,,"-","-","-","-","B","02","D",2000
"BGSR",12204,"BSOL","R","221090111",151000,"13600","CBCH","2","R",,"U",,"8","0","0","2","0","N","1","0",0,0,"301",2000-06-14,"110","17","17",,,,,,,,,,,,,"-","-","-","-","B","05","E",2000
"BGSR",12204,"BSOL","N","221090119",151000,"13600","CBCH","2","JI",,"U",,"8","0","0","1","0","N","1","3",57,10.5,"301",2000-05-13,"075","20","20",,,,,,,,,,,,,"-","-","B","-","B","02","C",2000
"BGSR",12204,"BSOL","R","221090119",151000,"13600","CBCH","2","J",,"U",,"8","0","0","2",,,,,0,0,"301",2000-05-14,"081","04","04",,,,,,,,,,,,,"-","-","-","-","B","02","D",2000
"BGSR",12204,"BSOL","N","221090120",151000,"13600","CBCH","2","JI",,"U",,"8","0","0","2","0","N","1","3",56,10.6,"301",2000-05-13,"075","20","20",,,,,,,,,,,,,"-","-","B","-","B","02","C",2000
"BGSR",12204,"BSOL","R","221090120",151000,"13600","CBCH","2","J",,"U",,"8",,,,,,,,0,0,"301",2000-05-18,"095","3A","03",,,,,,,,,,,,,"-","-","-","-","B","02","G",2000
"BGSR",12204,"BSOL","R","221090120",151000,"13600","CBCH","2","JI",,"U",,"8","0","0","2","0","J","0","3",0,0,"301",2000-05-21,"104","3B","30",,,,,,,,,,,,,"-","-","-","-","B","03","A",2000
"BGSR",12204,"BSOL","R","221090120",151000,"13600","CBCH","2","JI",,"U",,"8","0","0","2","0","A","0","3",0,0,"301",2000-06-02,"083","3A","03",,,,,,,,,,,,,"-","-","-","-","B","04","C",2000
"BGSR",12204,"BSOL","R","221090120",151000,"13600","CBCH","2","JI",,"U",,"8","0","0","1","0","A","0","3",57,9.8,"301",2000-06-07,"073","3B","30",,,,,,,,,,,,,"-","-","-","A","B","04","H",2000
"BGSR",12204,"BSOL","N","221090123",151000,"13600","CBCH","1","P",,"F","B","8","0","2","1","0","N","3","0",59,10.9,"300",2000-05-13,"093","19","19",,,,,,,,,,,,,"-","-","-","-","B","02","C",2000
"BGSR",12204,"BSOL","N","221090126",151000,"13600","CBCH","2","JI",,"U",,"8","0","0","2","0","N","0","3",59,10.8,"301",2000-05-14,"094","08","08",,,,,,,,,,,,,"-","-","-","-","B","02","D",2000
"BGSR",12204,"BSOL","R","221090126",151000,"13600","CBCH","2","J",,"U",,"8",,,,,,,,0,0,"301",2000-05-17,"112","07","07",,,,,,,,,,,,,"-","-","-","-","B","02","F",2000
"BGSR",12204,"BSOL","N","221090131",151000,"13600","CBCH","2","JI",,"U",,"8","0","0","1","0","J","0","3",61,11.5,"301",2000-05-14,"091","08","08",,,,,,,,,,,,,"-","-","-","-","B","02","D",2000
"BGSR",12204,"BSOL","R","221090131",151000,"13600","CBCH","2","JI",,"U",,"8","0","0","1","0","N","0","3",0,0,"301",2000-05-24,"101","11","11",,,,,,,,,,,,,"-","-","-","-","B","03","D",2000
"BGSR",12204,"BSOL","N","221090132",151000,"13600","CBCH","2","JI",,"U",,"8","0","0","2","0","J","0","3",59,11.8,"301",2000-05-14,"091","08","08",,,,,,,,,,,,,"-","-","-","-","B","02","D",2000
"BGSR",12204,"BSOL","R","221090132",151000,"13600","CBCH","2","R",,"U",,"8","0","0","2","0","N","0","0",60,12,"301",2000-05-23,"102","10","10",,,,,,,,,,,,,"-","-","-","-","B","03","C",2000
"BGSR",12204,"BSOL","R","221090132",151000,"13600","CBCH","2","PI",,"U",,"8","0","0","3","0","N","1","3",61,11.6,"301",2000-06-04,"110","07","07",,,,,,,,,,,,,"-","-","-","-","B","04","E",2000
"BGSR",12204,"BSOL","N","221090133",151000,"13600","CBCH","2","JI",,"U",,"8","0","0","2","0","J","0","3",60,11.8,"301",2000-05-14,"091","08","08",,,,,,,,,,,,,"-","-","-","-","B","02","D",2000
"BGSR",12204,"BSOL","R","221090133",151000,"13600","CBCH","2","JI",,"U",,"8","0","0","2","0","N","0","3",0,0,"301",2000-06-04,"110","07","07",,,,,,,,,,,,,"-","-","-","-","B","04","E",2000
"BGSR",12204,"BSOL","R","221090133",151000,"13600","CBCH","2","JF",,"U",,"8","0","0","1","0","N","0","3",0,0,"301",2000-06-16,"100","14","14",,,,,,,,,,,,,"-","-","-","-","B","05","G",2000
"BGSR",12204,"BSOL","R","221090133",151000,"13600","CBCH","2","R",,"U",,"8","0","0","0","0","N","1","0",0,0,"301",2000-06-24,"091","16","16",,,,,,,,,,,,,"-","-","-","-","B","06","E",2000
"BGSR",12204,"BSOL","R","221090133",151000,"13600","CBCH","2","S",,"U",,"2","0","0","2","3","N","0","0",62,12.1,"301",2000-08-01,"091","18","18",,,,,,,,,,,,,"-","-","-","-","B","10","C",2000
"BGSR",12204,"BSOL","R","221090133",151000,"13600","CBCH","2","SM",,"U",,"2","0","0","2","4","N","0",,62,11.7,"301",2000-08-03,"072","19","19",,,,,,,,,,,,,"-","-","-","-","B","10","E",2000
"BGSR",12204,"BSOL","N","221090134",151000,"13600","CBCH","2","JI",,"U",,"8","0","0","2","0","J","0","3",58,11.4,"301",2000-05-14,"091","08","08",,,,,,,,,,,,,"-","-","-","-","B","02","D",2000
"BGSR",12204,"BSOL","R","221090134",151000,"13600","CBCH","2","J",,"U",,"8","0","0","3","0","N","0","3",0,0,"301",2000-06-07,"094","3B","30",,,,,,,,,,,,,"-","-","-","A","B","04","H",2000
"BGSR",12204,"BSOL","N","221090157",151000,"13600","CBCH","2","JI",,"U",,"8","0","0","2","0","N","0","3",59,9.8,"301",2000-05-16,"103","3A","03",,,,,,,,,,,,,"-","-","-","-","B","02","E",2000
"BGSR",12204,"BSOL","R","221090157",151000,"13600","CBCH","2","JI",,"U",,"8","0","0","3","0","N","0","3",59,11.1,"301",2000-05-17,"093","04","04",,,,,,,,,,,,,"-","-","-","-","B","02","F",2000
"BGSR",12204,"BSOL","N","221090159",151000,"13600","CBCH","2","JI",,"U",,"8","0","0","4","0","N","0","3",60,0,"300",2000-05-16,"103","02","02",,,,,,,,,,,,,"-","-","-","-","B","02","E",2000
"BGSR",12204,"BSOL","N","221090160",151000,"13600","CBCH","2","JI",,"U",,"8","0","0","3","0","N","0","3",58,10.3,"300",2000-05-16,"103","3A","03",,,,,,,,,,,,,"-","-","-","-","B","02","E",2000
"BGSR",12204,"BSOL","R","221090160",151000,"13600","CBCH","2","JI",,"U",,"8","0","0","2","0","N","0","3",0,0,"300",2000-05-23,"102","02","02",,,,,,,,,,,,,"-","-","-","-","B","03","C",2000
"BGSR",12204,"BSOL","N","221090172",151000,"13600","CBCH","2","JI",,"U",,"8","0","0","3","0","N","0","3",60,11.3,"300",2000-05-17,"070","21","21",,,,,,,,,,,,,"-","-","-","-","B","02","F",2000
"BGSR",12204,"BSOL","N","221090173",151000,"13600","CBCH","2","JI",,"U",,"8","0","0","3","0","N","0","3",57,10.5,"300",2000-05-17,"070","21","21",,,,,,,,,,,,,"-","-","-","-","B","02","F",2000
"BGSR",12204,"BSOL","N","221090174",151000,"13600","CBCH","2","JI",,"U",,"8","0","0","2","0","N","0","3",58,11.2,"300",2000-05-17,"070","21","21",,,,,,,,,,,,,"-","-","-","-","B","02","F",2000
"BGSR",12204,"BSOL","R","221090174",151000,"13600","CBCH","2","JI",,"U",,"8","0","0","2","0","N","0","3",56,11,"300",2000-05-23,"090","3A","03",,,,,,,,,,,,,"-","-","-","-","B","03","C",2000
"BGSR",12204,"BSOL","N","221090196",151000,"13600","CBCH","2","JI",,"U",,"8","0","0","2","0","N","0","3",60,11.2,"301",2000-05-17,"092","3A","03",,,,,,,,,,,,,"-","-","-","-","B","02","F",2000
"BGSR",12204,"BSOL","R","221090196",151000,"13600","CBCH","2","J",,"U",,"8",,,,,,,,0,0,"301",2000-05-18,"095","05","05",,,,,,,,,,,,,"-","-","-","-","B","02","G",2000
"BGSR",12204,"BSOL","R","221090196",151000,"13600","CBCH","2","JI",,"U",,"8","0","0","5","0","N","0","3",60,11.2,"301",2000-05-19,"111","04","04",,,,,,,,,,,,,"-","-","-","A","B","02","H",2000
"BGSR",12204,"BSOL","R","221090196",151000,"13600","CBCH","2","JI",,"U",,"8","0","0","3","0","N","0","3",0,0,"301",2000-06-02,"103","3A","03",,,,,,,,,,,,,"-","-","-","A","B","04","C",2000
"BGSR",12204,"BSOL","R","221090196",151000,"13600","CBCH","2","JI",,"U",,"8","0","0","2","0","N","0","3",0,0,"301",2000-06-04,"110","10","10",,,,,,,,,,,,,"-","-","-","-","B","04","E",2000
"BGSR",12204,"BSOL","R","221090196",151000,"13600","CBCH","2","JI",,"U",,"8","0","0","1","0","N","0","3",0,0,"301",2000-06-09,"102","3A","03",,,,,,,,,,,,,"-","-","B","A","B","04","J",2000
"BGSR",12204,"BSOL","N","221090197",151000,"13600","CBCH","2","JI",,"U",,"8","0","0","1","0","N","0","3",60,11,"301",2000-05-17,"092","3A","03",,,,,,,,,,,,,"-","-","-","-","B","02","F",2000
"BGSR",12204,"BSOL","R","221090197",151000,"13600","CBCH","2","JI",,"U",,"8","0","0","1","0","N","0","3",0,0,"301",2000-06-05,"102","15","15",,,,,,,,,,,,,"-","-","-","-","B","04","F",2000
"BGSR",12204,"BSOL","N","221090198",151000,"13600","CBCH","2","JI",,"U",,"8","0","0","1","0","N","0","3",60,10.2,"301",2000-05-17,"092","3A","03",,,,,,,,,,,,,"-","-","-","-","B","02","F",2000
"BGSR",12204,"BSOL","R","221090198",151000,"13600","CBCH","2","J",,"U",,"8","0","0","1","0","N","0","3",0,0,"301",2000-05-22,"072","3B","30",,,,,,,,,,,,,"-","-","-","-","B","03","B",2000
